INDICATOR_ID,INDICATOR_LABEL_EN
CR.3.URB.Q1.F,"Completion rate, upper secondary education, urban, poorest quintile, female (%)"
CR.3.URB.Q1.GPIA,"Completion rate, upper secondary education, urban, poorest quintile, adjusted gender parity index (GPIA)"
CR.3.URB.Q1.M,"Completion rate, upper secondary education, urban, poorest quintile, male (%)"
CR.3.URB.Q2,"Completion rate, upper secondary education, urban, second quintile, both sexes (%)"
CR.3.URB.Q2.F,"Completion rate, upper secondary education, urban, second quintile, female (%)"
CR.3.URB.Q2.GPIA,"Completion rate, upper secondary education, urban, second quintile, adjusted gender parity index (GPIA)"
CR.3.URB.Q2.M,"Completion rate, upper secondary education, urban, second quintile, male (%)"
CR.3.URB.Q3,"Completion rate, upper secondary education, urban, middle quintile, both sexes (%)"
CR.3.URB.Q3.F,"Completion rate, upper secondary education, urban, middle quintile, female (%)"
CR.3.URB.Q3.GPIA,"Completion rate, upper secondary education, urban, middle quintile, adjusted gender parity index (GPIA)"
CR.3.URB.Q3.M,"Completion rate, upper secondary education, urban, middle quintile, male (%)"
CR.3.URB.Q4,"Completion rate, upper secondary education, urban, fourth quintile, both sexes (%)"
CR.3.URB.Q4.F,"Completion rate, upper secondary education, urban, fourth quintile, female (%)"
CR.3.URB.Q4.GPIA,"Completion rate, upper secondary education, urban, fourth quintile, adjusted gender parity index (GPIA)"
CR.3.URB.Q4.M,"Completion rate, upper secondary education, urban, fourth quintile, male (%)"
CR.3.URB.Q5,"Completion rate, upper secondary education, urban, richest quintile, both sexes (%)"
CR.3.URB.Q5.F,"Completion rate, upper secondary education, urban, richest quintile, female (%)"
CR.3.URB.Q5.GPIA,"Completion rate, upper secondary education, urban, richest quintile, adjusted gender parity index (GPIA)"
CR.3.URB.Q5.M,"Completion rate, upper secondary education, urban, richest quintile, male (%)"
CR.3.URB.WPIA,"Completion rate, upper secondary education, urban, adjusted wealth parity index (WPIA)"
CR.3.WPIA,"Completion rate, upper secondary education, adjusted wealth parity index (WPIA)"
EA.1T8.AG25T99,"Educational attainment rate, completed primary education or higher, population 25+ years, both sexes (%)"
EA.1T8.AG25T99.F,"Educational attainment rate, completed primary education or higher, population 25+ years, female (%)"
EA.1T8.AG25T99.F.LPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, female, adjusted location parity index (LPIA)"
EA.1T8.AG25T99.F.WPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, female, adjusted wealth parity index (WPIA)"
EA.1T8.AG25T99.GPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, adjusted gender parity index (GPIA)"
EA.1T8.AG25T99.LPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, adjusted location parity index (LPIA)"
EA.1T8.AG25T99.M,"Educational attainment rate, completed primary education or higher, population 25+ years, male (%)"
EA.1T8.AG25T99.M.LPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, male, adjusted location parity index (LPIA)"
EA.1T8.AG25T99.M.WPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, male, adjusted wealth parity index (WPIA)"
EA.1T8.AG25T99.Q1,"Educational attainment rate, completed primary education or higher, population 25+ years, poorest quintile, both sexes (%)"
EA.1T8.AG25T99.Q1.F,"Educational attainment rate, completed primary education or higher, population 25+ years, poorest quintile, female (%)"
EA.1T8.AG25T99.Q1.GPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
EA.1T8.AG25T99.Q1.M,"Educational attainment rate, completed primary education or higher, population 25+ years, poorest quintile, male (%)"
EA.1T8.AG25T99.Q5,"Educational attainment rate, completed primary education or higher, population 25+ years, richest quintile, both sexes (%)"
EA.1T8.AG25T99.Q5.F,"Educational attainment rate, completed primary education or higher, population 25+ years, richest quintile, female (%)"
EA.1T8.AG25T99.Q5.GPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
EA.1T8.AG25T99.Q5.M,"Educational attainment rate, completed primary education or higher, population 25+ years, richest quintile, male (%)"
EA.1T8.AG25T99.RUR,"Educational attainment rate, completed primary education or higher, population 25+ years, rural, both sexes (%)"
EA.1T8.AG25T99.RUR.F,"Educational attainment rate, completed primary education or higher, population 25+ years, rural, female (%)"
EA.1T8.AG25T99.RUR.GPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
EA.1T8.AG25T99.RUR.M,"Educational attainment rate, completed primary education or higher, population 25+ years, rural, male (%)"
EA.1T8.AG25T99.URB,"Educational attainment rate, completed primary education or higher, population 25+ years, urban, both sexes (%)"
EA.1T8.AG25T99.URB.F,"Educational attainment rate, completed primary education or higher, population 25+ years, urban, female (%)"
EA.1T8.AG25T99.URB.GPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
EA.1T8.AG25T99.URB.M,"Educational attainment rate, completed primary education or higher, population 25+ years, urban, male (%)"
EA.1T8.AG25T99.WPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, adjusted wealth parity index (WPIA)"
EA.2T8.AG25T99,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)"
EA.2T8.AG25T99.F,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, female (%)"
EA.2T8.AG25T99.F.LPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, female, adjusted location parity index (LPIA)"
EA.2T8.AG25T99.F.WPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, female, adjusted wealth parity index (WPIA)"
EA.2T8.AG25T99.GPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, adjusted gender parity index (GPIA)"
EA.2T8.AG25T99.LPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, adjusted location parity index (LPIA)"
EA.2T8.AG25T99.M,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, male (%)"
EA.2T8.AG25T99.M.LPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, male, adjusted location parity index (LPIA)"
EA.2T8.AG25T99.M.WPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, male, adjusted wealth parity index (WPIA)"
EA.2T8.AG25T99.Q1,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, poorest quintile, both sexes (%)"
EA.2T8.AG25T99.Q1.F,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, poorest quintile, female (%)"
EA.2T8.AG25T99.Q1.GPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
EA.2T8.AG25T99.Q1.M,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, poorest quintile, male (%)"
EA.2T8.AG25T99.Q5,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, richest quintile, both sexes (%)"
EA.2T8.AG25T99.Q5.F,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, richest quintile, female (%)"
EA.2T8.AG25T99.Q5.GPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
EA.2T8.AG25T99.Q5.M,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, richest quintile, male (%)"
EA.2T8.AG25T99.RUR,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, rural, both sexes (%)"
EA.2T8.AG25T99.RUR.F,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, rural, female (%)"
EA.2T8.AG25T99.RUR.GPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
EA.2T8.AG25T99.RUR.M,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, rural, male (%)"
EA.2T8.AG25T99.URB,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, urban, both sexes (%)"
EA.2T8.AG25T99.URB.F,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, urban, female (%)"
EA.2T8.AG25T99.URB.GPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
EA.2T8.AG25T99.URB.M,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, urban, male (%)"
EA.2T8.AG25T99.WPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, adjusted wealth parity index (WPIA)"
EA.3T8.AG25T99,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, both sexes (%)"
EA.3T8.AG25T99.F,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, female (%)"
EA.3T8.AG25T99.F.LPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, female, adjusted location parity index (LPIA)"
EA.3T8.AG25T99.F.WPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, female, adjusted wealth parity index (WPIA)"
EA.3T8.AG25T99.GPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, adjusted gender parity index (GPIA)"
EA.3T8.AG25T99.LPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, adjusted location parity index (LPIA)"
EA.3T8.AG25T99.M,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, male (%)"
EA.3T8.AG25T99.M.LPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, male, adjusted location parity index (LPIA)"
EA.3T8.AG25T99.M.WPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, male, adjusted wealth parity index (WPIA)"
EA.3T8.AG25T99.Q1,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, poorest quintile, both sexes (%)"
EA.3T8.AG25T99.Q1.F,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, poorest quintile, female (%)"
EA.3T8.AG25T99.Q1.GPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
EA.3T8.AG25T99.Q1.M,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, poorest quintile, male (%)"
EA.3T8.AG25T99.Q5,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, richest quintile, both sexes (%)"
EA.3T8.AG25T99.Q5.F,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, richest quintile, female (%)"
EA.3T8.AG25T99.Q5.GPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
EA.3T8.AG25T99.Q5.M,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, richest quintile, male (%)"
EA.3T8.AG25T99.RUR,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, rural, both sexes (%)"
EA.3T8.AG25T99.RUR.F,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, rural, female (%)"
EA.3T8.AG25T99.RUR.GPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
EA.3T8.AG25T99.RUR.M,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, rural, male (%)"
EA.3T8.AG25T99.URB,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, urban, both sexes (%)"
EA.3T8.AG25T99.URB.F,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, urban, female (%)"
EA.3T8.AG25T99.URB.GPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
EA.3T8.AG25T99.URB.M,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, urban, male (%)"
EA.3T8.AG25T99.WPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, adjusted wealth parity index (WPIA)"
EA.4T8.AG25T99,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, both sexes (%)"
EA.4T8.AG25T99.F,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, female (%)"
EA.4T8.AG25T99.F.LPIA,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, female, adjusted location parity index (LPIA)"
EA.4T8.AG25T99.GPIA,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, adjusted gender parity index (GPIA)"
EA.4T8.AG25T99.LPIA,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, adjusted location parity index (LPIA)"
EA.4T8.AG25T99.M,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, male (%)"
EA.4T8.AG25T99.M.LPIA,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, male, adjusted location parity index (LPIA)"
EA.4T8.AG25T99.RUR,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, rural, both sexes (%)"
EA.4T8.AG25T99.RUR.F,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, rural, female (%)"
EA.4T8.AG25T99.RUR.GPIA,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
EA.4T8.AG25T99.RUR.M,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, rural, male (%)"
EA.4T8.AG25T99.URB,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, urban, both sexes (%)"
EA.4T8.AG25T99.URB.F,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, urban, female (%)"
EA.4T8.AG25T99.URB.GPIA,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
EA.4T8.AG25T99.URB.M,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, urban, male (%)"
EA.5T8.AG25T99,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, both sexes (%)"
EA.5T8.AG25T99.F,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, female (%)"
EA.5T8.AG25T99.F.LPIA,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, female, adjusted location parity index (LPIA)"
EA.5T8.AG25T99.GPIA,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, adjusted gender parity index (GPIA)"
EA.5T8.AG25T99.LPIA,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, adjusted location parity index (LPIA)"
EA.5T8.AG25T99.M,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, male (%)"
EA.5T8.AG25T99.M.LPIA,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, male, adjusted location parity index (LPIA)"
EA.5T8.AG25T99.RUR,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, rural, both sexes (%)"
EA.5T8.AG25T99.RUR.F,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, rural, female (%)"
EA.5T8.AG25T99.RUR.GPIA,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
EA.5T8.AG25T99.RUR.M,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, rural, male (%)"
EA.5T8.AG25T99.URB,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, urban, both sexes (%)"
EA.5T8.AG25T99.URB.F,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, urban, female (%)"
EA.5T8.AG25T99.URB.GPIA,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
EA.5T8.AG25T99.URB.M,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, urban, male (%)"
EA.6T8.AG25T99,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, both sexes (%)"
EA.6T8.AG25T99.F,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, female (%)"
EA.6T8.AG25T99.F.LPIA,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, female, adjusted location parity index (LPIA)"
EA.6T8.AG25T99.F.WPIA,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, female, adjusted wealth parity index (WPIA)"
EA.6T8.AG25T99.GPIA,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, adjusted gender parity index (GPIA)"
EA.6T8.AG25T99.LPIA,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, adjusted location parity index (LPIA)"
EA.6T8.AG25T99.M,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, male (%)"
EA.6T8.AG25T99.M.LPIA,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, male, adjusted location parity index (LPIA)"
EA.6T8.AG25T99.M.WPIA,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, male, adjusted wealth parity index (WPIA)"
EA.6T8.AG25T99.Q1,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, poorest quintile, both sexes (%)"
EA.6T8.AG25T99.Q1.F,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, poorest quintile, female (%)"
EA.6T8.AG25T99.Q1.GPIA,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
EA.6T8.AG25T99.Q1.M,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, poorest quintile, male (%)"
EA.6T8.AG25T99.Q5,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, richest quintile, both sexes (%)"
EA.6T8.AG25T99.Q5.F,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, richest quintile, female (%)"
EA.6T8.AG25T99.Q5.GPIA,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
EA.6T8.AG25T99.Q5.M,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, richest quintile, male (%)"
EA.6T8.AG25T99.RUR,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, rural, both sexes (%)"
EA.6T8.AG25T99.RUR.F,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, rural, female (%)"
EA.6T8.AG25T99.RUR.GPIA,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
EA.6T8.AG25T99.RUR.M,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, rural, male (%)"
EA.6T8.AG25T99.URB,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, urban, both sexes (%)"
EA.6T8.AG25T99.URB.F,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, urban, female (%)"
EA.6T8.AG25T99.URB.GPIA,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
EA.6T8.AG25T99.URB.M,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, urban, male (%)"
EA.6T8.AG25T99.WPIA,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, adjusted wealth parity index (WPIA)"
EA.7T8.AG25T99,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, both sexes (%)"
EA.7T8.AG25T99.F,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, female (%)"
EA.7T8.AG25T99.F.LPIA,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, female, adjusted location parity index (LPIA)"
EA.7T8.AG25T99.GPIA,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, adjusted gender parity index (GPIA)"
EA.7T8.AG25T99.LPIA,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, adjusted location parity index (LPIA)"
EA.7T8.AG25T99.M,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, male (%)"
EA.7T8.AG25T99.M.LPIA,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, male, adjusted location parity index (LPIA)"
EA.7T8.AG25T99.RUR,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, rural, both sexes (%)"
EA.7T8.AG25T99.RUR.F,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, rural, female (%)"
EA.7T8.AG25T99.RUR.GPIA,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
EA.7T8.AG25T99.RUR.M,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, rural, male (%)"
EA.7T8.AG25T99.URB,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, urban, both sexes (%)"
EA.7T8.AG25T99.URB.F,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, urban, female (%)"
EA.7T8.AG25T99.URB.GPIA,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
EA.7T8.AG25T99.URB.M,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, urban, male (%)"
EA.8.AG25T99,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, both sexes (%)"
EA.8.AG25T99.F,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, female (%)"
EA.8.AG25T99.F.LPIA,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, female, adjusted location parity index (LPIA)"
EA.8.AG25T99.GPIA,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, adjusted gender parity index (GPIA)"
EA.8.AG25T99.LPIA,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, adjusted location parity index (LPIA)"
EA.8.AG25T99.M,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, male (%)"
EA.8.AG25T99.M.LPIA,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, male, adjusted location parity index (LPIA)"
EA.8.AG25T99.RUR,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, rural, both sexes (%)"
EA.8.AG25T99.RUR.F,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, rural, female (%)"
EA.8.AG25T99.RUR.GPIA,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, rural, adjusted gender parity index (GPIA)"
EA.8.AG25T99.RUR.M,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, rural, male (%)"
EA.8.AG25T99.URB,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, urban, both sexes (%)"
EA.8.AG25T99.URB.F,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, urban, female (%)"
EA.8.AG25T99.URB.GPIA,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, urban, adjusted gender parity index (GPIA)"
EA.8.AG25T99.URB.M,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, urban, male (%)"
EA.S1T8.AG25T99,"Educational attainment: at least some primary (ISCED 1), population 25+ years, both sexes (%)"
EA.S1T8.AG25T99.F,"Educational attainment: at least some primary (ISCED 1), population 25+ years, female (%)"
EA.S1T8.AG25T99.F.LPIA,"Educational attainment: at least some primary (ISCED 1), population 25+ years, female, adjusted location parity index (LPIA)"
EA.S1T8.AG25T99.F.WPIA,"Educational attainment: at least some primary (ISCED 1), population 25+ years, female, adjusted wealth parity index (WPIA)"
EA.S1T8.AG25T99.GPIA,"Educational attainment: at least some primary (ISCED 1), population 25+ years, adjusted gender parity index (GPIA)"
EA.S1T8.AG25T99.LPIA,"Educational attainment: at least some primary (ISCED 1), population 25+ years, adjusted location parity index (LPIA)"
EA.S1T8.AG25T99.M,"Educational attainment: at least some primary (ISCED 1), population 25+ years, male (%)"
EA.S1T8.AG25T99.M.LPIA,"Educational attainment: at least some primary (ISCED 1), population 25+ years, male, adjusted location parity index (LPIA)"
EA.S1T8.AG25T99.M.WPIA,"Educational attainment: at least some primary (ISCED 1), population 25+ years, male, adjusted wealth parity index (WPIA)"
EA.S1T8.AG25T99.Q1,"Educational attainment: at least some primary (ISCED 1), population 25+ years, poorest quintile, both sexes (%)"
EA.S1T8.AG25T99.Q1.F,"Educational attainment: at least some primary (ISCED 1), population 25+ years, poorest quintile, female (%)"
EA.S1T8.AG25T99.Q1.GPIA,"Educational attainment: at least some primary (ISCED 1), population 25+ years, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
EA.S1T8.AG25T99.Q1.M,"Educational attainment: at least some primary (ISCED 1), population 25+ years, poorest quintile, male (%)"
EA.S1T8.AG25T99.Q5,"Educational attainment: at least some primary (ISCED 1), population 25+ years, richest quintile, both sexes (%)"
EA.S1T8.AG25T99.Q5.F,"Educational attainment: at least some primary (ISCED 1), population 25+ years, richest quintile, female (%)"
EA.S1T8.AG25T99.Q5.GPIA,"Educational attainment: at least some primary (ISCED 1), population 25+ years, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
EA.S1T8.AG25T99.Q5.M,"Educational attainment: at least some primary (ISCED 1), population 25+ years, richest quintile, male (%)"
EA.S1T8.AG25T99.RUR,"Educational attainment: at least some primary (ISCED 1), population 25+ years, rural, both sexes (%)"
EA.S1T8.AG25T99.RUR.F,"Educational attainment: at least some primary (ISCED 1), population 25+ years, rural, female (%)"
EA.S1T8.AG25T99.RUR.GPIA,"Educational attainment: at least some primary (ISCED 1), population 25+ years, rural, adjusted gender parity index (GPIA)"
EA.S1T8.AG25T99.RUR.M,"Educational attainment: at least some primary (ISCED 1), population 25+ years, rural, male (%)"
EA.S1T8.AG25T99.URB,"Educational attainment: at least some primary (ISCED 1), population 25+ years, urban, both sexes (%)"
EA.S1T8.AG25T99.URB.F,"Educational attainment: at least some primary (ISCED 1), population 25+ years, urban, female (%)"
EA.S1T8.AG25T99.URB.GPIA,"Educational attainment: at least some primary (ISCED 1), population 25+ years, urban, adjusted gender parity index (GPIA)"
EA.S1T8.AG25T99.URB.M,"Educational attainment: at least some primary (ISCED 1), population 25+ years, urban, male (%)"
EA.S1T8.AG25T99.WPIA,"Educational attainment: at least some primary (ISCED 1), population 25+ years, adjusted wealth parity index (WPIA)"
EV1524P.2T5.V,"Proportion of 15- to 24-year-olds enrolled in vocational education, both sexes (%)"
EV1524P.2T5.V.F,"Proportion of 15- to 24-year-olds enrolled in vocational education, female (%)"
EV1524P.2T5.V.GPIA,"Proportion of 15-24 year-olds enrolled in vocational education, adjusted gender parity index (GPIA)"
EV1524P.2T5.V.M,"Proportion of 15- to 24-year-olds enrolled in vocational education, male (%)"
GAR.5T8,"Gross attendance ratio for tertiary education, both sexes (%)"
GAR.5T8.F,"Gross attendance ratio for tertiary education, female (%)"
GAR.5T8.F.LPIA,"Gross attendance ratio for tertiary education, female, adjusted location parity index (LPIA)"
GAR.5T8.GPIA,"Gross attendance ratio for tertiary education, adjusted gender parity index (GPIA)"
GAR.5T8.LPIA,"Gross attendance ratio for tertiary education, adjusted location parity index (LPIA)"
GAR.5T8.M,"Gross attendance ratio for tertiary education, male (%)"
GAR.5T8.M.LPIA,"Gross attendance ratio for tertiary education, male, adjusted location parity index (LPIA)"
GAR.5T8.Q2,"Gross attendance ratio for tertiary education, second quintile, both sexes (%)"
GAR.5T8.Q2.F,"Gross attendance ratio for tertiary education, second quintile, female (%)"
GAR.5T8.Q2.F.LPIA,"Gross attendance ratio for tertiary education, second quintile, female, adjusted location parity index (LPIA)"
GAR.5T8.Q2.GPIA,"Gross attendance ratio for tertiary education, second quintile, adjusted gender parity index (GPIA)"
GAR.5T8.Q2.LPIA,"Gross attendance ratio for tertiary education, second quintile, adjusted location parity index (LPIA)"
GAR.5T8.Q2.M,"Gross attendance ratio for tertiary education, second quintile, male (%)"
GAR.5T8.Q2.M.LPIA,"Gross attendance ratio for tertiary education, second quintile, male, adjusted location parity index (LPIA)"
GAR.5T8.Q3,"Gross attendance ratio for tertiary education, middle quintile, both sexes (%)"
GAR.5T8.Q3.F,"Gross attendance ratio for tertiary education, middle quintile, female (%)"
GAR.5T8.Q3.F.LPIA,"Gross attendance ratio for tertiary education, middle quintile, female, adjusted location parity index (LPIA)"
